服务器id,玩家uid,操作项目,次数,总银币
120,125896190,普通洗练,41,159900
服务器id,玩家uid,操作项目,次数,总银币
119,124780566,普通洗练,156,1622400
119,124788613,普通洗练,1,10400
服务器id,玩家uid,操作项目,次数,总银币
123,128980830,普通洗练,81,409500
123,128991690,普通洗练,59,613600
123,128992934,普通洗练,51,530400
123,128995212,普通洗练,9,93600
123,128995549,普通洗练,30,117000
123,128995583,普通洗练,53,206700
123,147849218,普通洗练,6,62400
123,147860466,普通洗练,11,42900
123,150995373,普通洗练,44,246400
123,150995785,普通洗练,25,260000
123,151003035,普通洗练,10,65000
123,151005451,普通洗练,31,120900
123,151005462,普通洗练,19,74100
服务器id,玩家uid,操作项目,次数,总银币
117,122683787,普通洗练,11,114400
117,122684057,普通洗练,12,101400
117,122684152,普通洗练,1,10400
117,122692037,普通洗练,40,156000
117,122699479,普通洗练,24,93600
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
205,214967441,普通洗练,36,230100
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
110,115343873,普通洗练,26,270400
110,115344009,普通洗练,63,288400
110,115344680,普通洗练,36,374400
110,115349891,普通洗练,75,487500
110,115360624,普通洗练,20,112000
110,115400316,普通洗练,5,52000
110,115401919,普通洗练,58,257400
110,115404218,普通洗练,20,78000
110,115404240,普通洗练,9,35100
服务器id,玩家uid,操作项目,次数,总银币
109,114295720,普通洗练,14,54600
109,114296210,普通洗练,65,364000
109,114296486,普通洗练,37,146900
109,114299016,普通洗练,4,41600
109,114299293,普通洗练,50,284800
109,114310760,普通洗练,11,71500
109,114341252,普通洗练,68,707200
109,114341768,普通洗练,48,312000
109,114345423,普通洗练,2,13000
服务器id,玩家uid,操作项目,次数,总银币
116,121636801,普通洗练,4,41600
116,121643582,普通洗练,39,81900
116,121645146,普通洗练,1,6500
116,121645183,普通洗练,59,613600
116,121647293,普通洗练,2,20800
116,121648391,普通洗练,1,3900
116,121648514,普通洗练,27,105300
116,121648623,普通洗练,11,114400
116,121648822,普通洗练,4,41600
116,121649240,普通洗练,50,280800
116,121649910,普通洗练,6,26000
116,121650187,普通洗练,40,239200
116,121650506,普通洗练,51,198900
服务器id,玩家uid,操作项目,次数,总银币
108,113246315,普通洗练,57,592800
108,113246370,普通洗练,1,5600
108,113247263,普通洗练,13,135200
108,113249571,普通洗练,59,330400
108,113250942,普通洗练,53,177100
108,113251449,普通洗练,6,62400
108,113252794,普通洗练,74,400400
108,113254527,普通洗练,87,426300
108,113255108,普通洗练,1,6500
108,113266166,普通洗练,5,52000
108,113280309,普通洗练,71,339300
108,113293864,普通洗练,4,14000
108,113305390,普通洗练,7,39200
108,113307956,普通洗练,68,265200
服务器id,玩家uid,操作项目,次数,总银币
107,112199195,普通洗练,19,197600
107,112200560,普通洗练,10,65000
107,112220641,普通洗练,218,1417000
107,112232529,普通洗练,11,71500
107,112238581,普通洗练,76,790400
107,112242375,普通洗练,67,408200
107,112242497,普通洗练,22,228800
107,112267799,普通洗练,43,167700
107,112269347,普通洗练,1,2100
107,118489133,普通洗练,50,520000
107,118489533,普通洗练,2,11200
107,118503264,普通洗练,24,249600
107,118518689,普通洗练,17,176800
107,118545573,普通洗练,105,588000
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
105,110100651,普通洗练,2,20800
105,110100669,普通洗练,1,6500
105,110100709,普通洗练,59,613600
105,110100756,普通洗练,31,183200
105,110101098,普通洗练,30,168000
105,110101108,普通洗练,73,474500
105,110101872,普通洗练,46,474500
105,110103687,普通洗练,2,11200
105,110110183,普通洗练,154,891800
105,110115544,普通洗练,6,12600
105,110145277,普通洗练,33,214500
105,110157860,普通洗练,40,416000
服务器id,玩家uid,操作项目,次数,总银币
103,108003401,普通洗练,53,551200
103,108019177,普通洗练,17,176800
103,108029110,普通洗练,6,62400
103,108043729,普通洗练,38,212800
103,108044104,普通洗练,96,374400
103,108048503,普通洗练,47,263200
103,108048975,普通洗练,9,93600
103,117440730,普通洗练,11,68900
103,117443040,普通洗练,40,416000
103,117463722,普通洗练,1,3900
103,117466998,普通洗练,44,286000
103,117471348,普通洗练,70,245000
103,117472133,普通洗练,23,149500
103,117478983,普通洗练,2,4200
103,126886277,普通洗练,168,1747200
103,126897118,普通洗练,67,398700
103,126903103,普通洗练,6,62400
服务器id,玩家uid,操作项目,次数,总银币
102,106954826,普通洗练,45,460200
102,106970228,普通洗练,11,114400
102,106984175,普通洗练,10,39000
102,106995916,普通洗练,2,11200
102,107002438,普通洗练,23,89700
102,107002449,普通洗练,135,620100
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
99,111149159,普通洗练,5,32500
99,111152805,普通洗练,6,62400
99,111158426,普通洗练,4,41600
99,111160463,普通洗练,1,6500
99,111161218,普通洗练,17,66300
99,111161323,普通洗练,18,117000
99,116409438,普通洗练,58,226200
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
95,99617301,普通洗练,3,31200
95,99619865,普通洗练,10,104000
95,99655657,普通洗练,56,582400
95,99666108,普通洗练,16,166400
95,99669609,普通洗练,31,322400
95,99681122,普通洗练,17,176800
95,99695237,普通洗练,20,78000
95,99695320,普通洗练,19,74100
服务器id,玩家uid,操作项目,次数,总银币
92,96472472,普通洗练,22,228800
92,96472604,普通洗练,217,1319100
服务器id,玩家uid,操作项目,次数,总银币
91,95424667,普通洗练,6,62400
91,95428849,普通洗练,33,214500
91,95433858,普通洗练,16,62400
91,95433883,普通洗练,46,179400
91,119537766,普通洗练,62,644800
91,119538425,普通洗练,3,31200
91,119538458,普通洗练,70,656500
91,119543199,普通洗练,5,19500
91,119543752,普通洗练,10,39000
91,119543765,普通洗练,13,50700
91,141559974,普通洗练,105,409500
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
89,93329275,普通洗练,1,6500
89,93329324,普通洗练,3,11700
服务器id,玩家uid,操作项目,次数,总银币
93,97531806,普通洗练,101,711100
93,97544538,普通洗练,14,54600
93,97548070,普通洗练,1,5600
93,97551854,普通洗练,10,21000
93,97552228,普通洗练,9,25900
93,97553237,普通洗练,142,512400
93,97554100,普通洗练,39,152100
93,100663361,普通洗练,40,140000
93,100665308,普通洗练,23,239200
93,100667076,普通洗练,18,187200
93,100673460,普通洗练,18,100800
93,100677110,普通洗练,49,102900
93,100679206,普通洗练,3,31200
93,100683999,普通洗练,7,45500
93,100696387,普通洗练,16,67600
93,100697709,普通洗练,20,130000
93,100698594,普通洗练,64,330200
93,100698852,普通洗练,1,5600
93,100701012,普通洗练,5,19500
93,104857661,普通洗练,45,415200
93,104857711,普通洗练,8,42700
93,104864647,普通洗练,58,377000
93,104866198,普通洗练,29,162400
93,104869249,普通洗练,3,31200
93,104878658,普通洗练,3,31200
93,104883532,普通洗练,39,405600
93,104892578,普通洗练,1,3900
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
85,89129244,普通洗练,11,114400
85,89153225,普通洗练,58,603200
85,89165295,普通洗练,47,183300
85,89176464,普通洗练,26,101400
85,89176465,普通洗练,2,7800
85,98566198,普通洗练,18,187200
85,98567749,普通洗练,173,915200
85,98572184,普通洗练,32,332800
85,98589352,普通洗练,13,135200
85,98592950,普通洗练,1,10400
85,98610347,普通洗练,24,156000
85,98613856,普通洗练,371,2187900
85,98616291,普通洗练,10,39000
85,102761506,普通洗练,426,4430400
85,102762050,普通洗练,105,682500
85,102766872,普通洗练,1,10400
85,102775918,普通洗练,5,52000
85,102777400,普通洗练,57,592800
85,102798597,普通洗练,36,374400
85,102799789,普通洗练,68,484900
85,102820437,普通洗练,32,124800
服务器id,玩家uid,操作项目,次数,总银币
84,88080839,普通洗练,19,106400
84,88081179,普通洗练,34,132600
84,88082409,普通洗练,57,312000
84,88084102,普通洗练,11,114400
84,88102347,普通洗练,58,377000
84,88107538,普通洗练,14,59800
84,88120425,普通洗练,25,140000
84,88124811,普通洗练,533,4420000
84,88126032,普通洗练,49,191100
84,88129399,普通洗练,2,13000
84,88133745,普通洗练,12,67200
84,88136934,普通洗练,114,444600
84,88137030,普通洗练,14,54600
84,101711890,普通洗练,125,1288300
84,101712107,普通洗练,4,41600
84,101717934,普通洗练,2,13000
84,101719206,普通洗练,32,231400
84,101722537,普通洗练,12,124800
84,101731735,普通洗练,319,2272400
84,101735498,普通洗练,42,235200
84,101742476,普通洗练,7,72800
84,101747887,普通洗练,169,746900
84,101751121,普通洗练,35,136500
84,101758247,普通洗练,70,292600
84,101769550,普通洗练,36,182000
84,101769581,普通洗练,9,35100
84,101769650,普通洗练,1,3900
84,101769763,普通洗练,61,237900
84,101769776,普通洗练,12,46800
84,101769778,普通洗练,2,7800
84,109052221,普通洗练,8,83200
84,109052359,普通洗练,37,207200
84,109055589,普通洗练,204,1852800
84,109061182,普通洗练,41,426400
84,109067274,普通洗练,84,549900
84,109071513,普通洗练,10,56000
84,109106183,普通洗练,179,1012000
84,109108256,普通洗练,66,369600
84,109112565,普通洗练,45,252000
84,109124234,普通洗练,18,63000
84,109126982,普通洗练,100,350000
84,109129810,普通洗练,251,872700
84,109130787,普通洗练,20,130000
84,109131213,普通洗练,35,136500
84,109131437,普通洗练,38,148200
84,109131440,普通洗练,7,27300
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
80,83886134,普通洗练,6,62400
80,83886241,普通洗练,18,129600
80,83899265,普通洗练,4,41600
80,83938277,普通洗练,2,20800
80,83964397,普通洗练,24,102000
80,83976815,普通洗练,17,176800
80,83981055,普通洗练,5,28000
80,83985059,普通洗练,14,54600
80,83986605,普通洗练,19,166600
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
75,78649805,普通洗练,98,382200
75,85984214,普通洗练,57,592800
75,85990997,普通洗练,16,62400
75,91237271,普通洗练,30,168000
75,91240321,普通洗练,7,45500
75,91241497,普通洗练,151,1200800
75,91242927,普通洗练,10,104000
75,91245304,普通洗练,13,50700
75,91245305,普通洗练,2,7800
75,91245306,普通洗练,26,101400
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
72,75497580,普通洗练,21,218400
72,75497661,普通洗练,28,182000
72,75503628,普通洗练,64,249600
72,75507709,普通洗练,6,62400
72,75527356,普通洗练,8,52000
72,75535449,普通洗练,33,218400
72,75537792,普通洗练,16,64400
72,75543280,普通洗练,16,62400
72,75547231,普通洗练,119,427000
72,75549275,普通洗练,39,362400
72,75552206,普通洗练,5,52000
72,75555690,普通洗练,62,644800
72,75567629,普通洗练,181,825500
72,75567940,普通洗练,36,126000
72,75568562,普通洗练,152,621400
服务器id,玩家uid,操作项目,次数,总银币
71,74457771,普通洗练,96,538200
71,74460774,普通洗练,35,364000
71,74465181,普通洗练,47,183300
71,74482686,普通洗练,3,11700
71,90181658,普通洗练,1,10400
71,90184153,普通洗练,3,31200
71,90188805,普通洗练,90,516600
71,90192898,普通洗练,85,552500
71,90193907,普通洗练,96,713700
71,90195316,普通洗练,29,247000
71,90197152,普通洗练,27,280800
71,90198123,普通洗练,40,416000
71,90202595,普通洗练,167,651300
71,105906336,普通洗练,16,166400
71,105906984,普通洗练,31,108500
71,105907736,普通洗练,30,264000
71,105908905,普通洗练,145,812000
71,105911508,普通洗练,1,3900
71,105915243,普通洗练,20,201500
71,105920257,普通洗练,8,83200
71,105928068,普通洗练,122,1268800
71,105929275,普通洗练,5,19500
服务器id,玩家uid,操作项目,次数,总银币
74,77600805,普通洗练,39,152100
74,77603394,普通洗练,5,28000
74,77605243,普通洗练,52,454400
74,77625343,普通洗练,89,925600
74,77641331,普通洗练,1,10400
74,77642525,普通洗练,328,1636200
74,77644162,普通洗练,152,851200
74,77647764,普通洗练,5,32500
74,81790150,普通洗练,65,364000
74,81791414,普通洗练,3,31200
74,81792803,普通洗练,31,322400
74,81805636,普通洗练,118,460200
74,81829021,普通洗练,27,280800
74,81858168,普通洗练,52,540800
74,81858523,普通洗练,4,41600
74,81863102,普通洗练,16,166400
74,81864619,普通洗练,45,292500
74,81867888,普通洗练,89,347100
74,84935014,普通洗练,2,13000
74,84937385,普通洗练,4,26000
74,84956461,普通洗练,57,592800
74,84978145,普通洗练,91,509600
74,84985160,普通洗练,1,10400
74,85037386,普通洗练,7,72800
74,85039055,普通洗练,38,395200
74,85039230,普通洗练,165,689000
74,85042264,普通洗练,32,124800
74,85042893,普通洗练,22,143000
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
67,70272620,普通洗练,145,480900
67,70277003,普通洗练,12,124800
67,70288993,普通洗练,119,471900
67,70290265,普通洗练,11,68900
67,70295306,普通洗练,5,32500
67,80774689,普通洗练,133,962000
67,87064536,普通洗练,2,20800
服务器id,玩家uid,操作项目,次数,总银币
70,73402617,普通洗练,2,13000
70,73411634,普通洗练,11,114400
70,79691900,普通洗练,8,44800
70,79712201,普通洗练,38,212800
70,79713014,普通洗练,8,48100
70,79722179,普通洗练,34,353600
70,79727273,普通洗练,8,83200
70,79728194,普通洗练,7,45500
70,79728518,普通洗练,12,46800
70,82837554,普通洗练,17,176800
70,82840631,普通洗练,1,10400
70,82877581,普通洗练,11,71500
70,82882078,普通洗练,30,117000
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
63,66076161,普通洗练,32,156000
63,66076169,普通洗练,5,19500
63,67108907,普通洗练,17,176800
63,67109823,普通洗练,15,31500
63,72352196,普通洗练,12,115200
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
60,62916474,普通洗练,186,1041600
60,62936714,普通洗练,162,1290600
60,62941172,普通洗练,5,52000
60,62946024,普通洗练,26,145600
60,62952570,普通洗练,7,39200
60,62968376,普通洗练,22,228800
60,62990036,普通洗练,9,58500
60,62998297,普通洗练,43,248100
60,63000561,普通洗练,19,74100
服务器id,玩家uid,操作项目,次数,总银币
57,59769050,普通洗练,37,240500
57,59849933,普通洗练,91,354900
57,59849934,普通洗练,36,140400
57,65015670,普通洗练,3,31200
57,65051652,普通洗练,3,11700
57,65053790,普通洗练,76,266000
57,65072979,普通洗练,14,54600
57,65073680,普通洗练,108,421200
57,68157539,普通洗练,17,176800
57,68170879,普通洗练,63,409500
57,68198200,普通洗练,2,20800
服务器id,玩家uid,操作项目,次数,总银币
115,120586345,普通洗练,15,156000
115,120594048,普通洗练,20,130000
115,120595987,普通洗练,6,33600
115,120602919,普通洗练,23,239200
115,120609328,普通洗练,15,31500
115,120614693,普通洗练,123,799500
115,120643438,普通洗练,3,19500
115,120662838,普通洗练,61,330500
115,120674325,普通洗练,31,322400
115,120684936,普通洗练,3,11700
115,120685050,普通洗练,31,120900
115,120685487,普通洗练,55,214500
115,120685535,普通洗练,41,159900
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
55,57671916,普通洗练,105,664200
55,57671959,普通洗练,17,110500
55,57675146,普通洗练,166,647400
55,57676176,普通洗练,9,93600
55,57680937,普通洗练,5,17500
55,57684653,普通洗练,14,114400
55,57685407,普通洗练,11,71500
55,57688555,普通洗练,22,228800
55,57694734,普通洗练,8,83200
55,57695009,普通洗练,58,377000
55,57695457,普通洗练,25,97500
55,57696211,普通洗练,2,20800
55,57696513,普通洗练,2,4200
55,57696887,普通洗练,28,109200
55,57696910,普通洗练,6,39000
55,57696985,普通洗练,76,419900
55,57697230,普通洗练,57,222300
55,57698057,普通洗练,98,618800
55,57698243,普通洗练,2,13000
55,57698409,普通洗练,32,150800
55,57698486,普通洗练,5,19500
55,57698594,普通洗练,3,14300
55,57698970,普通洗练,11,71500
55,57699082,普通洗练,8,31200
55,57699107,普通洗练,1,3900
55,57699233,普通洗练,1,3900
55,57699246,普通洗练,7,27300
55,57699404,普通洗练,11,42900
55,57699450,普通洗练,133,581100
55,57699555,普通洗练,30,117000
55,57699579,普通洗练,28,109200
55,57699697,普通洗练,9,35100
55,57699754,普通洗练,4,15600
55,57699841,普通洗练,6,23400
55,57699843,普通洗练,5,19500
服务器id,玩家uid,操作项目,次数,总银币
54,56623194,普通洗练,11,114400
54,56631368,普通洗练,34,330200
54,56636427,普通洗练,910,5235100
54,56639072,普通洗练,1,10400
54,56652489,普通洗练,61,341600
54,56665125,普通洗练,29,301600
54,56672725,普通洗练,23,89700
54,56676779,普通洗练,66,257400
54,56676780,普通洗练,41,159900
54,56677580,普通洗练,18,85800
54,56677582,普通洗练,12,46800
54,56677607,普通洗练,41,159900
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
48,50331948,普通洗练,1,10400
48,50339882,普通洗练,21,218400
48,50344226,普通洗练,278,1084200
48,50346861,普通洗练,10,65000
48,50355055,普通洗练,24,156000
48,50380438,普通洗练,32,117600
48,50381321,普通洗练,112,436800
48,53490773,普通洗练,8,52000
48,53497428,普通洗练,36,374400
48,53516962,普通洗练,2,11200
48,58748902,普通洗练,5,52000
48,58757101,普通洗练,31,322400
48,58767574,普通洗练,19,197600
48,58779059,普通洗练,1,10400
48,58782514,普通洗练,25,157300
48,58783862,普通洗练,1,3900
48,60817551,普通洗练,46,257600
48,60819760,普通洗练,37,384800
48,60821307,普通洗练,2,11200
48,60855239,普通洗练,20,112000
48,60855374,普通洗练,7,39200
48,60873028,普通洗练,1,3900
48,60873029,普通洗练,6,23400
48,64007319,普通洗练,191,1986400
48,64011172,普通洗练,8,83200
48,64021216,普通洗练,83,570700
48,64032769,普通洗练,29,113100
48,64032777,普通洗练,8,31200
服务器id,玩家uid,操作项目,次数,总银币
47,49287971,普通洗练,10,56000
47,49302559,普通洗练,15,156000
47,49304845,普通洗练,78,811200
47,49341005,普通洗练,51,530400
47,49343295,普通洗练,2,11200
47,49349765,普通洗练,16,62400
47,49349776,普通洗练,13,50700
47,52444514,普通洗练,840,7608900
47,52457566,普通洗练,25,260000
47,52475017,普通洗练,130,795600
47,52486169,普通洗练,113,440700
47,54540475,普通洗练,26,270400
47,54566676,普通洗练,2,13000
47,54583274,普通洗练,9,35100
服务器id,玩家uid,操作项目,次数,总银币
46,48235317,普通洗练,87,487200
46,48253095,普通洗练,34,353600
46,48262345,普通洗练,1,10400
46,48266690,普通洗练,1,10400
46,48270116,普通洗练,2,7800
46,55583501,普通洗练,83,332500
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
41,42992133,普通洗练,29,269100
41,42995505,普通洗练,4,41600
服务器id,玩家uid,操作项目,次数,总银币
40,12583773,普通洗练,87,904800
40,12583897,普通洗练,53,266500
40,12583979,普通洗练,129,838500
40,12584062,普通洗练,51,530400
40,25166227,普通洗练,210,1365000
40,25174594,普通洗练,126,819000
40,25182890,普通洗练,25,97500
40,31458115,普通洗练,6,33600
40,31460051,普通洗练,1,10400
40,31464987,普通洗练,9,35100
40,31464988,普通洗练,2,7800
40,31464989,普通洗练,19,74100
40,31464992,普通洗练,10,39000
40,31464993,普通洗练,3,11700
40,31464994,普通洗练,14,54600
40,31464995,普通洗练,41,159900
40,41943087,普通洗练,3,17700
40,41944005,普通洗练,117,1216800
40,41949298,普通洗练,49,509600
40,41960290,普通洗练,1,10400
40,41962453,普通洗练,22,85800
40,41963651,普通洗练,36,201600
40,41996154,普通洗练,27,214500
40,41996694,普通洗练,10,104000
40,42009783,普通洗练,39,152100
40,42010107,普通洗练,3,11700
40,42010121,普通洗练,20,130000
40,42010124,普通洗练,290,1242800
40,51381401,普通洗练,49,191100
40,51412746,普通洗练,88,747500
40,51415695,普通洗练,2,13000
40,51416961,普通洗练,32,124800
40,51416963,普通洗练,59,230100
40,92302690,普通洗练,26,270400
40,92307966,普通洗练,20,208000
40,92311040,普通洗练,126,491400
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
29,30418125,普通洗练,17,59500
29,30457372,普通洗练,3,19500
29,30458482,普通洗练,16,62400
29,33555642,普通洗练,117,1123200
29,33555699,普通洗练,43,215600
29,33561444,普通洗练,18,117000
29,33565298,普通洗练,18,183300
29,33570763,普通洗练,17,130000
29,33595776,普通洗练,53,551200
29,33597918,普通洗练,72,403200
29,33610646,普通洗练,70,431600
29,33610792,普通洗练,26,101400
29,37749351,普通洗练,188,1955200
29,37752742,普通洗练,67,696800
29,37758160,普通洗练,97,833300
29,37773400,普通洗练,20,208000
29,37776251,普通洗练,23,239200
29,37783929,普通洗练,18,75400
29,37795202,普通洗练,23,239200
29,37798739,普通洗练,9,35100
29,37803278,普通洗练,158,616200
29,37810528,普通洗练,202,1020800
29,37810805,普通洗练,50,520000
29,37811917,普通洗练,76,296400
29,37813137,普通洗练,32,124800
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
35,36711316,普通洗练,24,249600
35,36712119,普通洗练,21,218400
35,36755516,普通洗练,96,374400
35,36755519,普通洗练,74,288600
35,39868420,普通洗练,12,124800
35,39875781,普通洗练,5,19500
35,39876414,普通洗练,2,20800
35,39894078,普通洗练,186,856800
35,39894481,普通洗练,103,1067300
35,39913019,普通洗练,41,170300
35,39913823,普通洗练,8,31200
35,45092537,普通洗练,123,1279200
35,45106458,普通洗练,3,27300
35,45154570,普通洗练,1,3900
35,45154572,普通洗练,3,11700
服务器id,玩家uid,操作项目,次数,总银币
34,35652261,普通洗练,60,234000
34,35661543,普通洗练,8,83200
34,35688964,普通洗练,84,470400
34,35712606,普通洗练,32,124800
34,35712656,普通洗练,9,58500
34,35712676,普通洗练,27,162500
34,38797333,普通洗练,8,52000
34,38797545,普通洗练,30,312000
34,38800515,普通洗练,14,91000
34,38826183,普通洗练,83,863200
34,38832708,普通洗练,29,162400
34,38832858,普通洗练,79,513500
34,38836194,普通洗练,182,1413100
34,38836280,普通洗练,169,965600
34,38847555,普通洗练,4,26000
34,38848316,普通洗练,27,105300
34,40895656,普通洗练,76,790400
34,40900489,普通洗练,115,747500
34,40942993,普通洗练,7,27300
34,40943540,普通洗练,26,101400
34,44040628,普通洗练,131,510900
34,44040719,普通洗练,17,176800
34,44043370,普通洗练,1,10400
34,44070199,普通洗练,19,143000
34,44076073,普通洗练,5,52000
34,44082906,普通洗练,43,193900
34,44091413,普通洗练,46,478400
34,46152607,普通洗练,2,13000
34,46168508,普通洗练,5,32500
34,46169149,普通洗练,6,39000
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
23,24137148,普通洗练,14,78400
23,24147280,普通洗练,44,246400
23,24149327,普通洗练,20,208000
23,27283470,普通洗练,16,166400
23,27312457,普通洗练,151,1570400
23,27315678,普通洗练,2,16900
23,27336351,普通洗练,35,136500
23,28311600,普通洗练,102,525200
23,28345332,普通洗练,55,308000
23,28354235,普通洗练,57,250500
23,28374285,普通洗练,8,31200
23,28374302,普通洗练,13,50700
23,32506140,普通洗练,20,130000
23,32518495,普通洗练,3,31200
23,32570323,普通洗练,43,167700
23,32570324,普通洗练,352,1372800
23,32570413,普通洗练,20,78000
23,32570578,普通洗练,4,41600
23,32570631,普通洗练,26,101400
23,34603615,普通洗练,6,62400
23,34609949,普通洗练,43,240800
23,34622819,普通洗练,120,680100
服务器id,玩家uid,操作项目,次数,总银币
22,23068684,普通洗练,1,5600
22,23068706,普通洗练,1,10400
22,23078178,普通洗练,6,62400
22,23078987,普通洗练,5,52000
22,23082939,普通洗练,3,31200
22,23094621,普通洗练,8,52000
22,23095524,普通洗练,123,479700
22,23101322,普通洗练,9,18900
22,23101477,普通洗练,2,7800
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
15,15753931,普通洗练,1,10400
15,15773413,普通洗练,16,104000
15,15777279,普通洗练,58,323000
15,15779304,普通洗练,5,19500
15,15779434,普通洗练,17,66300
15,16825419,普通洗练,11,114400
15,17864519,普通洗练,1,10400
15,18874368,普通洗练,1,10400
15,18902803,普通洗练,38,309400
15,18911496,普通洗练,29,301600
15,22026938,普通洗练,12,124800
15,22039997,普通洗练,88,626600
15,22082143,普通洗练,31,120900
15,22082174,普通洗练,9,35100
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
服务器id,玩家uid,操作项目,次数,总银币
19,19935750,普通洗练,2,6000
19,19935751,普通洗练,3,16900
19,20985800,普通洗练,31,120900
19,26214467,普通洗练,32,208000
19,26225387,普通洗练,2,13000
19,26225901,普通洗练,15,156000
19,26252316,普通洗练,14,54600
服务器id,玩家uid,操作项目,次数,总银币
11,11534400,普通洗练,180,1008000
11,11535083,普通洗练,41,426400
11,11538710,普通洗练,1,10400
11,11545217,普通洗练,82,604500
11,11560332,普通洗练,9,93600
11,11563688,普通洗练,21,218400
11,11565261,普通洗练,1,5600
11,11574789,普通洗练,7,27300
11,11575667,普通洗练,3,31200
11,11577022,普通洗练,71,502300
11,11577968,普通洗练,35,136500
11,11578111,普通洗练,12,46800
11,13639962,普通洗练,1,10400
11,14680136,普通洗练,13,72800
11,14680408,普通洗练,189,1058400
11,14685464,普通洗练,64,358400
11,14689759,普通洗练,28,182000
11,14698787,普通洗练,117,908700
11,14705566,普通洗练,68,238000
11,14708482,普通洗练,1,10400
11,14716154,普通洗练,75,487500
11,14717065,普通洗练,39,223600
11,14748059,普通洗练,81,703200
11,14749922,普通洗练,5,19500
服务器id,玩家uid,操作项目,次数,总银币
312,327155725,普通洗练,2,7800
312,327155729,普通洗练,7,42900
312,327155730,普通洗练,11,42900
312,327155732,普通洗练,15,58500
312,327155733,普通洗练,9,35100
312,327155736,普通洗练,26,101400
312,327155737,普通洗练,9,40300
312,327155741,普通洗练,11,42900
312,327155756,普通洗练,2,7800
312,327155761,普通洗练,11,42900
312,327155765,普通洗练,24,93600
